
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; НГО; Подготовка поверхности; Сварочное;..."
	
Направление	Заказ.Дата.Конец дня	Организация	Канал сбыта	Количество заказов	Сумма Руб.
Автосервис	04.08.2017 23:59:59	PУТЕКТОР	Розница	1	16 000,00
ЗЧ и РМ	04.08.2017 23:59:59	PУТЕКТОР	Дилер	8	100 851,52
ЗЧ и РМ	04.08.2017 23:59:59	PУТЕКТОР	КПК	1	320 765,14
ЗЧ и РМ	04.08.2017 23:59:59	PУТЕКТОР	Розница	12	10 110 007,40
Компрессорное	04.08.2017 23:59:59	PУТЕКТОР	Дилер	1	292 200,00
Компрессорное	04.08.2017 23:59:59	PУТЕКТОР	Розница	5	1 122 569,71
Насосное	04.08.2017 23:59:59	PУТЕКТОР	Дилер	22	2 741 032,12
Насосное	04.08.2017 23:59:59	PУТЕКТОР	Розница	10	918 961,96
НГО	04.08.2017 23:59:59	PУТЕКТОР	Розница	1	34 026,85
Подготовка поверхности	04.08.2017 23:59:59	PУТЕКТОР	Дилер	2	45 702,82
Подготовка поверхности	04.08.2017 23:59:59	PУТЕКТОР	КПК	1	115 200,00
Подготовка поверхности	04.08.2017 23:59:59	PУТЕКТОР	Розница	2	105 000,00
Сварочное	04.08.2017 23:59:59	PУТЕКТОР	Дилер	3	774 498,86
Сварочное	04.08.2017 23:59:59	PУТЕКТОР	Розница	2	59 564,13
Химическое	04.08.2017 23:59:59	PУТЕКТОР	Дилер	1	41 372,80
Химическое	04.08.2017 23:59:59	PУТЕКТОР	КПК	1	241 295,54
Химическое	04.08.2017 23:59:59	PУТЕКТОР	Розница	5	1 067 055,26
ЗЧ и РМ	04.08.2017 23:59:59	Рутектор	КПК	1	27 200,00
Подготовка поверхности	04.08.2017 23:59:59	Рутектор	КПК	1	3 010 400,00
Автосервис	07.08.2017 23:59:59	PУТЕКТОР	Розница	4	223 450,00
Дуговая сварка.	07.08.2017 23:59:59	PУТЕКТОР	Дилер	2	111 795,04
Дуговая сварка.	07.08.2017 23:59:59	PУТЕКТОР	КПК	1	135 734,00
Дуговая сварка.	07.08.2017 23:59:59	PУТЕКТОР	Розница	6	179 405,04
ЗЧ и РМ	07.08.2017 23:59:59	PУТЕКТОР	Дилер	12	411 868,01
ЗЧ и РМ	07.08.2017 23:59:59	PУТЕКТОР	КПК	4	323 559,52
ЗЧ и РМ	07.08.2017 23:59:59	PУТЕКТОР	Розница	39	704 873,14
Компрессорное	07.08.2017 23:59:59	PУТЕКТОР	Дилер	7	845 846,12
Компрессорное	07.08.2017 23:59:59	PУТЕКТОР	Розница	4	350 648,74
Металлообработка	07.08.2017 23:59:59	PУТЕКТОР	Розница	1	69 537,26
Насосное	07.08.2017 23:59:59	PУТЕКТОР	Дилер	25	3 249 134,21
Насосное	07.08.2017 23:59:59	PУТЕКТОР	КПК	1	60 000,00
Насосное	07.08.2017 23:59:59	PУТЕКТОР	Розница	18	1 455 214,62
Подготовка поверхности	07.08.2017 23:59:59	PУТЕКТОР	Дилер	3	88 120,00
Подготовка поверхности	07.08.2017 23:59:59	PУТЕКТОР	Розница	2	101 303,27
Сварочное	07.08.2017 23:59:59	PУТЕКТОР	Дилер	4	1 162 899,53
Сварочное	07.08.2017 23:59:59	PУТЕКТОР	Розница	6	169 819,67
Химическое	07.08.2017 23:59:59	PУТЕКТОР	Дилер	1	472 710,01
Химическое	07.08.2017 23:59:59	PУТЕКТОР	КПК	1	3 431,70
Химическое	07.08.2017 23:59:59	PУТЕКТОР	Розница	2	305 039,08
Автосервис	08.08.2017 23:59:59	PУТЕКТОР	Розница	1	175 500,00
Дуговая сварка.	08.08.2017 23:59:59	PУТЕКТОР	Дилер	1	6 418,08
Дуговая сварка.	08.08.2017 23:59:59	PУТЕКТОР	Розница	3	50 960,99
ЗЧ и РМ	08.08.2017 23:59:59	PУТЕКТОР	Дилер	16	294 170,94
ЗЧ и РМ	08.08.2017 23:59:59	PУТЕКТОР	КПК	1	17 004,06
ЗЧ и РМ	08.08.2017 23:59:59	PУТЕКТОР	Розница	24	362 589,63
Компрессорное	08.08.2017 23:59:59	PУТЕКТОР	Дилер	4	261 975,25
Компрессорное	08.08.2017 23:59:59	PУТЕКТОР	Розница	14	2 005 981,27
Насосное	08.08.2017 23:59:59	PУТЕКТОР	Дилер	21	1 559 651,43
Насосное	08.08.2017 23:59:59	PУТЕКТОР	Розница	9	514 285,16
Подготовка поверхности	08.08.2017 23:59:59	PУТЕКТОР	Дилер	2	375 575,21
Подготовка поверхности	08.08.2017 23:59:59	PУТЕКТОР	Розница	5	974 303,42
Сварочное	08.08.2017 23:59:59	PУТЕКТОР	Дилер	8	1 856 838,81
Сварочное	08.08.2017 23:59:59	PУТЕКТОР	Розница	6	534 119,15
Химическое	08.08.2017 23:59:59	PУТЕКТОР	Розница	3	441 550,20
Автосервис	09.08.2017 23:59:59	PУТЕКТОР	Розница	1	16 050,00
Дуговая сварка.	09.08.2017 23:59:59	PУТЕКТОР	Дилер	3	166 597,52
Дуговая сварка.	09.08.2017 23:59:59	PУТЕКТОР	Розница	1	7 905,00
ЗЧ и РМ	09.08.2017 23:59:59	PУТЕКТОР	Дилер	14	1 613 847,15
ЗЧ и РМ	09.08.2017 23:59:59	PУТЕКТОР	КПК	1	464 107,20
ЗЧ и РМ	09.08.2017 23:59:59	PУТЕКТОР	Розница	21	472 307,16
Компрессорное	09.08.2017 23:59:59	PУТЕКТОР	Дилер	4	208 507,21
Компрессорное	09.08.2017 23:59:59	PУТЕКТОР	Розница	11	1 947 907,61
Насосное	09.08.2017 23:59:59	PУТЕКТОР	Дилер	9	1 282 830,67
Насосное	09.08.2017 23:59:59	PУТЕКТОР	Розница	19	4 448 053,03
Подготовка поверхности	09.08.2017 23:59:59	PУТЕКТОР	Розница	6	429 008,68
Сварочное	09.08.2017 23:59:59	PУТЕКТОР	Дилер	4	454 916,61
Сварочное	09.08.2017 23:59:59	PУТЕКТОР	Розница	3	1 768 126,80
Химическое	09.08.2017 23:59:59	PУТЕКТОР	Розница	2	55 244,01
АТП	10.08.2017 23:59:59	PУТЕКТОР	Розница	1	964 730,71
Дуговая сварка.	10.08.2017 23:59:59	PУТЕКТОР	Дилер	1	10 473,12
Дуговая сварка.	10.08.2017 23:59:59	PУТЕКТОР	КПК	1	570 000,00
Дуговая сварка.	10.08.2017 23:59:59	PУТЕКТОР	Розница	4	512 868,34
ЗЧ и РМ	10.08.2017 23:59:59	PУТЕКТОР	Дилер	13	125 201,65
ЗЧ и РМ	10.08.2017 23:59:59	PУТЕКТОР	КПК	3	1 059 837,00
ЗЧ и РМ	10.08.2017 23:59:59	PУТЕКТОР	Розница	22	878 290,29
Комплексные поставки	10.08.2017 23:59:59	PУТЕКТОР	КПК	1	35 263,08
Компрессорное	10.08.2017 23:59:59	PУТЕКТОР	Дилер	6	611 585,90
Компрессорное	10.08.2017 23:59:59	PУТЕКТОР	Розница	11	769 513,66
Насосное	10.08.2017 23:59:59	PУТЕКТОР	Дилер	14	1 259 815,64
Насосное	10.08.2017 23:59:59	PУТЕКТОР	КПК	2	1 238 851,18
Насосное	10.08.2017 23:59:59	PУТЕКТОР	Розница	7	602 453,68
Подготовка поверхности	10.08.2017 23:59:59	PУТЕКТОР	Дилер	1	45 600,00
Подготовка поверхности	10.08.2017 23:59:59	PУТЕКТОР	КПК	2	1 533 573,59
Подготовка поверхности	10.08.2017 23:59:59	PУТЕКТОР	Розница	4	486 562,00
Сварочное	10.08.2017 23:59:59	PУТЕКТОР	Дилер	5	682 441,40
Сварочное	10.08.2017 23:59:59	PУТЕКТОР	Розница	9	1 732 554,00
Химическое	10.08.2017 23:59:59	PУТЕКТОР	Дилер	1	52 137,71
Химическое	10.08.2017 23:59:59	PУТЕКТОР	Розница	2	262 008,19
Дуговая сварка.	11.08.2017 23:59:59	PУТЕКТОР	Розница	2	202 744,10
ЗЧ и РМ	11.08.2017 23:59:59	PУТЕКТОР	Дилер	9	121 665,13
ЗЧ и РМ	11.08.2017 23:59:59	PУТЕКТОР	КПК	1	14 412,20
ЗЧ и РМ	11.08.2017 23:59:59	PУТЕКТОР	Розница	14	296 313,80
Комплексные поставки	11.08.2017 23:59:59	PУТЕКТОР	КПК	1	257 980,83
Компрессорное	11.08.2017 23:59:59	PУТЕКТОР	Дилер	5	477 042,43
Компрессорное	11.08.2017 23:59:59	PУТЕКТОР	Розница	10	819 989,11
Металлообработка	11.08.2017 23:59:59	PУТЕКТОР	Розница	1	1 841 013,74
Насосное	11.08.2017 23:59:59	PУТЕКТОР	Дилер	19	911 924,47
Насосное	11.08.2017 23:59:59	PУТЕКТОР	Розница	11	3 179 295,53
НГО	11.08.2017 23:59:59	PУТЕКТОР	КПК	1	4 320 812,16
Подготовка поверхности	11.08.2017 23:59:59	PУТЕКТОР	Дилер	2	208 300,00
Подготовка поверхности	11.08.2017 23:59:59	PУТЕКТОР	Розница	5	690 763,02
Сварочное	11.08.2017 23:59:59	PУТЕКТОР	Дилер	2	155 053,26
Сварочное	11.08.2017 23:59:59	PУТЕКТОР	Розница	4	1 104 510,43
Химическое	11.08.2017 23:59:59	PУТЕКТОР	Дилер	2	212 517,63
Химическое	11.08.2017 23:59:59	PУТЕКТОР	Розница	9	508 598,83
Автосервис	14.08.2017 23:59:59	PУТЕКТОР	Розница	4	2 356 018,02
Дуговая сварка.	14.08.2017 23:59:59	PУТЕКТОР	Дилер	1	10 500,00
Дуговая сварка.	14.08.2017 23:59:59	PУТЕКТОР	КПК	1	2 020 000,00
Дуговая сварка.	14.08.2017 23:59:59	PУТЕКТОР	Розница	2	27 929,60
ЗЧ и РМ	14.08.2017 23:59:59	PУТЕКТОР	Дилер	12	147 570,63
ЗЧ и РМ	14.08.2017 23:59:59	PУТЕКТОР	Розница	28	1 011 158,96
Компрессорное	14.08.2017 23:59:59	PУТЕКТОР	Дилер	3	95 016,52
Компрессорное	14.08.2017 23:59:59	PУТЕКТОР	Розница	7	606 123,67
Металлообработка	14.08.2017 23:59:59	PУТЕКТОР	Розница	1	40 800,00
Насосное	14.08.2017 23:59:59	PУТЕКТОР	Дилер	8	469 646,27
Насосное	14.08.2017 23:59:59	PУТЕКТОР	КПК	1	86 114,31
Насосное	14.08.2017 23:59:59	PУТЕКТОР	Розница	13	2 572 893,42
Подготовка поверхности	14.08.2017 23:59:59	PУТЕКТОР	Дилер	1	19 800,00
Подготовка поверхности	14.08.2017 23:59:59	PУТЕКТОР	КПК	1	34 600,00
Подготовка поверхности	14.08.2017 23:59:59	PУТЕКТОР	Розница	6	1 150 610,51
Сварочное	14.08.2017 23:59:59	PУТЕКТОР	Дилер	5	636 972,82
Сварочное	14.08.2017 23:59:59	PУТЕКТОР	Розница	7	527 051,64
Химическое	14.08.2017 23:59:59	PУТЕКТОР	Розница	1	8 254,43
ЗЧ и РМ	14.08.2017 23:59:59	Рутектор	Розница	1	3 680 000,00
Дуговая сварка.	15.08.2017 23:59:59	PУТЕКТОР	Розница	2	116 537,59
ЗЧ и РМ	15.08.2017 23:59:59	PУТЕКТОР	Дилер	7	705 073,51
ЗЧ и РМ	15.08.2017 23:59:59	PУТЕКТОР	КПК	2	566 900,00
ЗЧ и РМ	15.08.2017 23:59:59	PУТЕКТОР	Розница	29	357 792,29
Компрессорное	15.08.2017 23:59:59	PУТЕКТОР	Дилер	4	357 178,75
Компрессорное	15.08.2017 23:59:59	PУТЕКТОР	Розница	5	634 367,02
Насосное	15.08.2017 23:59:59	PУТЕКТОР	Дилер	20	1 235 428,33
Насосное	15.08.2017 23:59:59	PУТЕКТОР	Розница	14	989 858,88
Подготовка поверхности	15.08.2017 23:59:59	PУТЕКТОР	Дилер	1	2 380,00
Подготовка поверхности	15.08.2017 23:59:59	PУТЕКТОР	КПК	1	3 600,00
Подготовка поверхности	15.08.2017 23:59:59	PУТЕКТОР	Розница	1	8 690,00
Сварочное	15.08.2017 23:59:59	PУТЕКТОР	Дилер	7	211 339,85
Сварочное	15.08.2017 23:59:59	PУТЕКТОР	Розница	3	127 918,97
Химическое	15.08.2017 23:59:59	PУТЕКТОР	Розница	2	478 974,64
Автосервис	16.08.2017 23:59:59	PУТЕКТОР	Розница	1	266 000,00
Дуговая сварка.	16.08.2017 23:59:59	PУТЕКТОР	Розница	3	22 043,47
ЗЧ и РМ	16.08.2017 23:59:59	PУТЕКТОР	Дилер	12	264 534,02
ЗЧ и РМ	16.08.2017 23:59:59	PУТЕКТОР	КПК	1	48 040,00
ЗЧ и РМ	16.08.2017 23:59:59	PУТЕКТОР	Розница	26	816 989,60
Компрессорное	16.08.2017 23:59:59	PУТЕКТОР	Дилер	3	60 821,75
Компрессорное	16.08.2017 23:59:59	PУТЕКТОР	Розница	8	776 530,51
Насосное	16.08.2017 23:59:59	PУТЕКТОР	Дилер	21	748 669,82
Насосное	16.08.2017 23:59:59	PУТЕКТОР	Розница	14	657 911,25
Подготовка поверхности	16.08.2017 23:59:59	PУТЕКТОР	Дилер	1	160 000,00
Подготовка поверхности	16.08.2017 23:59:59	PУТЕКТОР	Розница	7	186 030,80
Сварочное	16.08.2017 23:59:59	PУТЕКТОР	Дилер	11	1 378 204,65
Сварочное	16.08.2017 23:59:59	PУТЕКТОР	Розница	6	494 702,61
Химическое	16.08.2017 23:59:59	PУТЕКТОР	Дилер	2	121 883,96
Химическое	16.08.2017 23:59:59	PУТЕКТОР	Розница	3	282 772,98
Автосервис	17.08.2017 23:59:59	PУТЕКТОР	Розница	1	22 000,00
Дуговая сварка.	17.08.2017 23:59:59	PУТЕКТОР	Дилер	2	65 891,26
Дуговая сварка.	17.08.2017 23:59:59	PУТЕКТОР	Розница	5	193 259,37
ЗЧ и РМ	17.08.2017 23:59:59	PУТЕКТОР	Дилер	16	329 907,70
ЗЧ и РМ	17.08.2017 23:59:59	PУТЕКТОР	КПК	2	1 045 140,42
ЗЧ и РМ	17.08.2017 23:59:59	PУТЕКТОР	Розница	26	1 924 909,79
Компрессорное	17.08.2017 23:59:59	PУТЕКТОР	Дилер	5	329 057,63
Компрессорное	17.08.2017 23:59:59	PУТЕКТОР	Розница	7	560 899,06
Насосное	17.08.2017 23:59:59	PУТЕКТОР	Дилер	22	1 879 083,71
Насосное	17.08.2017 23:59:59	PУТЕКТОР	КПК	1	52 496,85
Насосное	17.08.2017 23:59:59	PУТЕКТОР	Розница	23	3 359 017,84
НГО	17.08.2017 23:59:59	PУТЕКТОР	Розница	1	76 772,25
Подготовка поверхности	17.08.2017 23:59:59	PУТЕКТОР	Дилер	1	24 988,50
Подготовка поверхности	17.08.2017 23:59:59	PУТЕКТОР	КПК	1	249 476,00
Подготовка поверхности	17.08.2017 23:59:59	PУТЕКТОР	Розница	5	773 674,78
Сварочное	17.08.2017 23:59:59	PУТЕКТОР	Дилер	2	211 667,30
Сварочное	17.08.2017 23:59:59	PУТЕКТОР	Розница	9	2 471 663,19
Химическое	17.08.2017 23:59:59	PУТЕКТОР	Розница	2	59 546,67
Дуговая сварка.	18.08.2017 23:59:59	PУТЕКТОР	Дилер	3	25 352,68
Дуговая сварка.	18.08.2017 23:59:59	PУТЕКТОР	Розница	3	24 500,00
ЗЧ и РМ	18.08.2017 23:59:59	PУТЕКТОР	Дилер	12	169 292,56
ЗЧ и РМ	18.08.2017 23:59:59	PУТЕКТОР	КПК	1	421 537,00
ЗЧ и РМ	18.08.2017 23:59:59	PУТЕКТОР	Розница	22	481 335,12
Компрессорное	18.08.2017 23:59:59	PУТЕКТОР	Дилер	2	26 157,15
Компрессорное	18.08.2017 23:59:59	PУТЕКТОР	Розница	11	630 158,69
Насосное	18.08.2017 23:59:59	PУТЕКТОР	Дилер	16	1 136 767,88
Насосное	18.08.2017 23:59:59	PУТЕКТОР	Розница	12	6 677 592,20
НГО	18.08.2017 23:59:59	PУТЕКТОР	КПК	1	2 608 248,44
НГО	18.08.2017 23:59:59	PУТЕКТОР	Розница	1	7 136 308,55
Подготовка поверхности	18.08.2017 23:59:59	PУТЕКТОР	Дилер	2	77 600,00
Подготовка поверхности	18.08.2017 23:59:59	PУТЕКТОР	КПК	1	249 476,00
Подготовка поверхности	18.08.2017 23:59:59	PУТЕКТОР	Розница	1	45 900,00
Сварочное	18.08.2017 23:59:59	PУТЕКТОР	Дилер	4	1 375 303,60
Сварочное	18.08.2017 23:59:59	PУТЕКТОР	Розница	6	284 660,20
Химическое	18.08.2017 23:59:59	PУТЕКТОР	Розница	3	483 804,16
ЗЧ и РМ	18.08.2017 23:59:59	Рутектор	Розница	1	3 056,00
Автосервис	21.08.2017 23:59:59	PУТЕКТОР	Розница	1	760 240,00
Дуговая сварка.	21.08.2017 23:59:59	PУТЕКТОР	Дилер	1	181 818,11
Дуговая сварка.	21.08.2017 23:59:59	PУТЕКТОР	Розница	2	11 270,00
ЗЧ и РМ	21.08.2017 23:59:59	PУТЕКТОР	Дилер	16	146 947,62
ЗЧ и РМ	21.08.2017 23:59:59	PУТЕКТОР	Розница	22	311 568,88
Компрессорное	21.08.2017 23:59:59	PУТЕКТОР	Дилер	3	126 312,95
Компрессорное	21.08.2017 23:59:59	PУТЕКТОР	Розница	9	1 106 026,72
Насосное	21.08.2017 23:59:59	PУТЕКТОР	Дилер	12	399 014,05
