Пользователь	Югин Дмитрий
Компьютер	Progr10
Дата и время	25.09.2017 11:11:59
	
Параметры:	Период запроса: 01.01.2017 - 31.12.2017
	
День	ID Интернет заказа	Код товара	Количество отгрузок	Сумма отгрузок	Количество возвратов	Сумма возвратов
04.04.2017	5 722 377	133 727			1	1 185
14.03.2017	4 129 415	133 727			1	955
04.04.2017	1 949 400	133 727			1	950
13.09.2017	2 907 941	51 874	1	790		
14.09.2017	2 907 941	51 874			1	790
18.07.2017	388 829	111 439	1	8 350		
22.02.2017	5 713 390	132 707	1	1 840		
05.05.2017	2 617 310	132 764	1	1 365		
09.08.2017	2 621 086	132 942	1	1 155		
04.09.2017	3 859 699	132 951	1	875		
19.06.2017	3 013 561	139 906	1	2 060		
24.04.2017	4 146 565	96 393	1	20 845		
09.06.2017	3 524 196	96 489	1	24 835		
14.07.2017	4 679 753	117 578	1	16 520		
17.07.2017	4 679 753	117 578			1	16 520
17.01.2017	1 368 427	117 582	1	10 325		
03.04.2017	2 054 130	124 640	1	1 665		
19.01.2017	3 117 514	124 640	1	1 665		
22.08.2017	3 029 876	131 727	1	9 075		
03.08.2017	4 024 546	138 772	1	1 105		
03.04.2017	5 926 597	138 772	1	1 000		
01.08.2017	1 152 844	138 869	1	15 785		
02.02.2017	823 410	95 684	1	8 235		
19.09.2017	5 987 702	95 684	1	8 235		
01.06.2017	1 898 328	124 309	1	2 510		
12.01.2017	1 938 120	124 350	1	9 940		
19.05.2017	3 702 390	124 557	1	6 795		
03.02.2017	3 429 052	124 557	1	6 825		
06.07.2017	475 887	124 581	1	10 450		
06.07.2017	475 887	124 581			1	10 450
05.04.2017	575 157	124 585			2	25 610
04.04.2017	575 157	124 585	3	38 305		
24.05.2017	180 455	131 414	2	8 710		
02.08.2017	4 804 531	138 602	1	3 570		
27.01.2017	1 673 097	103 993	1	5 900		
07.02.2017	2 051 369	118 263	1	6 130		
20.02.2017	2 735 662	118 298	1	14 985		
17.01.2017	3 584 946	132 360	1	2 975		
18.09.2017	1 287 429	132 632	1	2 275		
17.03.2017	3 825 179	132 632	1	2 275		
15.08.2017	711 067	139 622			1	2 440
11.08.2017	711 067	139 622	1	2 440		
18.04.2017	1 426 459	35 881	1	5 150		
24.01.2017	4 176 808	81 078	1	14 685		
31.01.2017	901 637	117 862	1	22 945		
07.07.2017	4 673 876	117 920	1	14 595		
26.01.2017	3 252 848	132 045	1	1 750		
13.01.2017	3 940 942	60 006	1	4 785		
14.03.2017	3 045 814	119 426	1	4 035		
13.03.2017	768 821	126 356	1	6 010		
13.01.2017	3 143 916	126 513	1	10 775		
15.02.2017	1 005 474	133 570	1	1 340		
08.09.2017	2 289 303	4 687	1	6 070		
12.09.2017	2 289 303	4 687			1	6 070
19.07.2017	3 057 810	4 687	1	6 560		
10.02.2017	1 514 475	83 312	1	34 735		
28.08.2017	3 880 696	83 312	1	34 735		
13.01.2017	3 869 236	118 924	1	4 575		
21.02.2017	2 767 591	118 942			1	4 745
10.01.2017	2 767 591	118 942	1	4 745		
16.03.2017	2 273 211	126 029	1	1 350		
20.03.2017	4 543 793	124 669			1	6 300
20.03.2017	2 875 008	124 669	1	6 300		
26.01.2017	2 758 959	124 679	1	965		
17.02.2017	3 423 306	131 928	1	10 145		
16.02.2017	1 845 755	66 526	1	8 475		
19.09.2017	5 708 429	66 526	1	7 495		
16.01.2017	5 480 536	66 526	1	9 240		
17.02.2017	1 845 755	66 526			1	8 475
14.06.2017	3 050 474	66 526	1	7 730		
02.02.2017	3 361 752	118 097	1	7 770		
07.03.2017	5 160 358	118 097	1	7 260		
03.04.2017	1 430 578	132 036	1	790		
23.06.2017	2 321 968	132 056	1	870		
23.06.2017	2 321 968	132 056			1	870
09.08.2017	871 515	132 056	1	870		
06.02.2017	1 794 098	132 134	1	1 750		
18.05.2017	3 388 031	132 316	1	9 935		
19.05.2017	3 388 031	132 316			1	9 935
11.08.2017	5 291 168	139 274	1	28 060		
14.08.2017	5 291 168	139 274			1	28 060
29.03.2017	4 388 681	112 251	1	5 360		
21.06.2017	1 543 887	119 183	1	30 315		
31.07.2017	370 018	119 185	1	35 660		
01.08.2017	370 018	119 185			1	35 660
12.01.2017	1 580 850	119 240	1	28 210		
20.03.2017	3 926 664	119 392	1	7 230		
20.02.2017	3 715 132	119 441	1	8 970		
17.08.2017	5 511 550	126 309	1	8 470		
17.08.2017	5 511 550	126 309			1	8 470
03.08.2017	3 401 314	133 482	1	6 815		
16.06.2017	732 142	133 482	1	6 905		
21.08.2017	963 393	140 470	1	3 125		
20.03.2017	579 720	988	1	9 870		
07.07.2017	235 633	988	1	9 535		
21.03.2017	579 720	988			1	9 870
10.07.2017	235 633	988			1	9 535
10.03.2017	3 546 268	30 358	1	4 105		
28.04.2017	4 582 411	30 358	1	5 525		
03.02.2017	3 429 052	30 358	1	5 005		
26.05.2017	1 750 315	105 276	1	9 835		
29.05.2017	1 750 315	105 276			1	9 835
10.02.2017	4 283 848	112 749	1	5 010		
14.03.2017	2 432 387	119 566			1	18 325
13.03.2017	2 432 387	119 566	1	18 325		
16.03.2017	3 066 495	119 693			1	9 350
15.03.2017	3 066 495	119 693	1	9 350		
22.02.2017	4 973 574	119 846	1	6 055		
22.02.2017	4 973 574	119 846			1	6 055
31.01.2017	4 289 757	126 618	1	4 550		
30.01.2017	4 289 757	126 618			1	4 550
30.01.2017	4 289 757	126 618	1	4 550		
26.01.2017	690 627	126 806	1	4 825		
13.02.2017	5 271 223	126 929	1	4 725		
07.06.2017	1 518 530	126 929	1	5 670		
25.08.2017	4 412 014	126 942	1	1 665		
24.04.2017	1 371 319	133 763	1	1 990		
29.03.2017	1 949 400	133 763	1	1 590		
10.01.2017	3 440 104	133 805	1	1 405		
20.03.2017	1 721 454	117 550			1	9 050
12.04.2017	1 493 639	117 550	1	9 245		
09.02.2017	1 721 454	117 550	1	9 050		
26.06.2017	2 415 989	124 639			1	1 830
23.06.2017	2 415 989	124 639	1	1 830		
29.05.2017	2 060 994	124 758	1	5 335		
18.09.2017	3 779 708	131 694	1	1 050		
05.05.2017	4 019 991	131 694	1	1 260		
10.05.2017	4 019 991	131 694			1	1 260
14.04.2017	3 232 600	131 694	1	1 260		
07.03.2017	5 828 947	131 869	1	26 510		
21.09.2017	2 199 081	138 784	1	12 085		
19.06.2017	3 013 561	139 953	1	1 380		
07.07.2017	280 424	139 953	1	1 365		
17.08.2017	3 160 330	139 987	1	2 355		
07.03.2017	3 092 898	117 412	1	18 500		
30.08.2017	3 511 236	131 606	1	1 750		
14.02.2017	459 595	131 606	1	1 575		
09.02.2017	4 590 520	131 665	1	875		
09.06.2017	5 396 339	138 698	1	2 465		
13.06.2017	5 396 339	138 698			1	2 465
31.07.2017	1 469 506	36 150	1	680		
20.02.2017	5 954 839	36 150	1	615		
02.08.2017	1 469 506	36 150			1	680
13.02.2017	2 347 450	66 692			1	5 280
03.04.2017	2 704 889	66 692			1	4 000
10.02.2017	2 347 450	66 692	1	5 280		
20.05.2017	4 280 013	66 692			1	4 070
18.05.2017	4 280 013	66 692	1	4 070		
31.03.2017	2 704 889	66 692	1	4 000		
07.02.2017	4 142 267	66 692	1	5 245		
08.02.2017	4 142 267	66 692			1	5 245
16.03.2017	815 914	132 652	1	1 050		
31.05.2017	1 926 754	117 918	1	16 685		
26.01.2017	3 633 443	132 019	1	2 275		
06.02.2017	1 794 098	132 130	1	3 675		
07.07.2017	474 777	139 172	1	9 520		
17.02.2017	1 973 132	27 075	1	3 535		
09.02.2017	3 888 616	27 078	1	6 645		
08.08.2017	5 277 952	105 471	1	780		
31.07.2017	3 603 133	105 529	1	19 845		
10.07.2017	235 633	105 594			1	6 955
07.07.2017	235 633	105 594	1	6 955		
10.02.2017	5 780 264	105 661	1	7 280		
13.01.2017	1 941 397	105 675	1	13 685		
24.03.2017	4 926 432	119 024	1	6 520		
07.03.2017	2 220 680	119 024	1	6 395		
21.04.2017	2 514 953	119 055			1	5 140
27.07.2017	1 138 919	119 055			1	5 210
26.07.2017	1 138 919	119 055	1	5 210		
13.04.2017	2 514 953	119 055	1	5 140		
10.07.2017	235 633	119 062			1	12 365
07.07.2017	235 633	119 062	1	12 365		
14.02.2017	1 690 955	119 089	1	1 985		
01.03.2017	4 982 069	126 176	1	450		
18.08.2017	1 256 336	126 176	1	500		
17.03.2017	2 928 060	126 176	1	445		
25.08.2017	5 206 097	126 176	1	420		
14.07.2017	2 219 719	35 798			1	1 040
13.07.2017	2 219 719	35 798	2	2 080		
07.07.2017	5 575 162	103 612	1	17 285		
26.04.2017	5 397 724	110 937			1	5 825
24.04.2017	5 397 724	110 937	1	5 825		
25.08.2017	3 382 705	110 937	1	5 825		
02.05.2017	4 852 788	117 911	1	8 285		
05.05.2017	2 345 916	139 314	1	25 540		
18.09.2017	3 779 708	80 451	1	1 605		
19.04.2017	1 043 151	80 634	1	19 780		
21.04.2017	1 043 151	80 634			1	19 780
22.06.2017	1 333 910	117 554	1	4 975		
26.05.2017	1 750 315	117 816	1	8 825		
29.05.2017	1 750 315	117 816			1	8 825
26.06.2017	2 415 989	124 685			1	1 540
23.06.2017	2 415 989	124 685	1	1 540		
02.03.2017	4 823 238	124 697	1	2 625		
09.02.2017	4 630 413	124 697	1	2 625		
16.08.2017	5 771 870	124 697			1	3 180
15.08.2017	5 771 870	124 697	1	3 180		
24.08.2017	4 677 331	131 914	1	15 770		
14.09.2017	2 970 064	138 794	1	17 020		
15.09.2017	2 970 064	138 794			1	17 020
24.05.2017	4 612 758	138 889	1	1 340		
20.01.2017	747 998	96 887			1	9 480
10.07.2017	3 362 339	96 887	1	11 775		
19.01.2017	747 998	96 887	1	9 480		
15.02.2017	3 690 513	96 887	1	11 030		
17.02.2017	3 690 513	96 887			1	11 030
03.07.2017	3 362 339	96 887			1	11 685
15.02.2017	3 690 513	96 887	1	9 765		
19.01.2017	747 998	96 887	1	10 010		
03.07.2017	3 362 339	96 887	1	11 685		
31.03.2017	2 704 889	118 246	1	7 825		
16.03.2017	3 604 255	118 246			1	7 825
16.03.2017	3 604 255	118 246	1	7 825		
14.02.2017	1 694 297	118 302	1	36 070		
25.01.2017	2 334 644	132 635	1	2 890		
28.07.2017	5 333 434	132 635	1	3 180		
21.08.2017	1 360 660	139 563	1	580		
21.08.2017	1 360 660	139 563			1	580
20.04.2017	4 085 454	95 752	1	5 240		
01.08.2017	3 603 133	102 800			1	20 445
31.07.2017	3 603 133	102 800	1	20 445		
06.06.2017	2 730 756	110 142	1	4 365		
18.01.2017	2 761 748	131 489	1	1 050		
12.07.2017	4 910 103	131 548	1	2 120		
24.01.2017	3 082 829	131 551	1	2 625		
13.09.2017	1 952 066	138 462	2	2 300		
02.02.2017	273 407	138 462	1	1 120		
29.05.2017	945 005	138 741	1	1 350		
21.07.2017	5 718 356	5 986	1	18 980		
19.07.2017	1 944 573	81 971	1	36 585		
17.03.2017	861 381	111 705	1	40 090		
08.03.2017	5 562 241	105 452	1	9 950		
19.07.2017	420 014	126 271	1	1 305		
06.02.2017	2 057 403	126 271	1	1 105		
01.03.2017	4 139 975	126 271	1	1 180		
10.04.2017	3 453 867	131 660	1	10 035		
11.04.2017	3 453 867	131 660			1	10 035
04.08.2017	3 618 701	131 660	1	10 075		
11.04.2017	3 453 867	131 660			1	9 645
24.07.2017	3 182 010	138 498	1	1 605		
10.07.2017	3 362 339	96 888	1	16 740		
03.07.2017	3 362 339	96 888			1	16 740
03.07.2017	3 362 339	96 888	1	16 740		
19.01.2017	747 998	96 888	1	15 380		
15.02.2017	3 690 513	96 888	1	14 365		
14.08.2017	1 852 886	104 226			1	8 185
11.08.2017	1 852 886	104 226	1	8 185		
16.05.2017	5 929 779	118 294	1	32 790		
01.02.2017	1 031 774	132 377	1	4 355		
05.05.2017	2 846 946	132 625	1	2 835		
09.06.2017	957 055	35 859	1	1 555		
09.02.2017	4 590 520	80 886	1	1 875		
29.05.2017	1 539 257	110 854	1	17 850		
16.02.2017	2 409 610	110 924	1	6 230		
11.04.2017	5 957 620	117 890			1	4 625
10.04.2017	5 957 620	117 890	1	4 625		
28.03.2017	3 296 154	117 949	1	12 635		
09.02.2017	5 516 659	118 031	1	23 365		
23.06.2017	2 321 968	132 062	1	965		
23.06.2017	2 321 968	132 062			1	965
09.06.2017	4 926 707	132 317	1	9 640		
27.01.2017	2 460 247	119 209	1	24 175		
09.03.2017	3 123 262	119 290	1	9 425		
25.01.2017	1 844 816	119 290	1	9 795		
27.03.2017	5 976 103	126 363	1	5 895		
03.02.2017	1 279 164	126 563	1	14 650		
06.02.2017	1 279 164	126 563			1	14 650
19.05.2017	4 009 059	126 569			1	12 810
18.05.2017	4 009 059	126 569	1	12 810		
13.01.2017	5 343 362	82 470	1	3 075		
16.01.2017	5 343 362	82 470			1	3 075
12.04.2017	1 967 531	82 470	1	3 075		
25.07.2017	5 004 474	119 644	1	6 950		
16.01.2017	158 051	126 641	1	1 125		
06.03.2017	3 362 610	126 671	1	2 150		
25.04.2017	5 173 116	126 671	1	2 245		
07.06.2017	5 313 672	126 714	2	11 345		
17.05.2017	4 696 197	126 714			1	5 340
15.05.2017	4 696 197	126 714	1	5 340		
14.02.2017	4 940 804	126 886	1	790		
22.03.2017	4 504 311	133 743	1	1 485		
03.03.2017	197 534	83 208	1	3 160		
03.02.2017	5 002 465	133 163	1	3 380		
24.08.2017	2 036 535	119 919	2	17 665		
25.08.2017	2 036 535	119 919			2	17 665
21.06.2017	5 671 541	119 962	1	9 095		
06.09.2017	1 738 352	119 962	1	9 365		
07.09.2017	1 738 352	119 962			1	9 365
17.05.2017	2 999 808	119 996	1	17 710		
17.07.2017	3 073 452	126 967	1	1 350		
19.07.2017	3 073 452	126 967			1	1 350
27.07.2017	4 394 500	126 987			1	15 980
06.02.2017	2 561 928	126 987	1	14 180		
13.07.2017	2 219 719	35 868	1	2 645		
21.08.2017	3 245 739	35 868	1	2 645		
17.03.2017	1 541 062	66 350	1	6 455		
20.03.2017	1 541 062	66 350			1	6 455
13.07.2017	2 401 258	96 593			1	6 270
01.02.2017	298 898	96 593	2	12 265		
12.07.2017	2 401 258	96 593	1	6 270		
02.05.2017	240 576	118 054	1	13 565		
04.05.2017	240 576	118 054			1	13 565
20.03.2017	2 790 075	132 023	1	2 800		
03.05.2017	279 911	132 055	1	2 100		
27.01.2017	3 115 127	132 133	1	2 715		
11.08.2017	2 946 599	132 161	1	4 140		
07.07.2017	4 673 876	139 225	1	12 100		
10.07.2017	4 673 876	139 225			1	12 100
05.06.2017	1 695 797	82 627			1	4 830
02.06.2017	1 695 797	82 627	1	4 830		
01.03.2017	5 690 194	119 560	1	20 630		
01.03.2017	5 690 194	119 560			1	20 630
12.04.2017	3 618 333	119 560	1	21 030		
17.05.2017	3 618 333	119 560			1	21 030
06.03.2017	4 559 946	119 672	1	10 120		
04.09.2017	4 883 129	119 692	1	10 985		
17.04.2017	4 455 826	126 683	1	4 145		
12.09.2017	1 365 958	126 709	1	3 960		
05.09.2017	1 969 763	126 709	1	4 285		
27.01.2017	2 015 875	126 791	1	3 385		
14.02.2017	4 940 804	126 905	1	5 370		
16.02.2017	4 940 804	126 905			1	5 370
13.03.2017	5 723 713	133 724	1	765		
22.02.2017	4 743 203	133 724	1	785		
14.04.2017	3 232 600	133 764	1	1 850		
08.03.2017	3 441 933	133 764	2	3 055		
09.03.2017	3 441 933	133 764			1	1 560
02.02.2017	2 674 231	133 787	1	3 390		
03.02.2017	2 674 231	133 787			1	3 390
03.02.2017	3 316 519	133 787	1	3 225		
28.07.2017	2 824 446	133 797	1	2 400		
07.03.2017	3 092 898	62 758	1	10 065		
21.02.2017	2 677 609	69 359	1	10 965		
06.09.2017	1 754 807	119 067	1	62 845		
13.01.2017	3 869 236	119 153	1	8 195		
12.01.2017	462 047	133 032	1	1 925		
19.05.2017	4 713 524	133 059	1	1 050		
22.05.2017	4 713 524	133 059			1	1 050
18.07.2017	5 343 582	133 110			1	2 505
05.05.2017	2 617 310	133 110	1	2 730		
17.07.2017	5 343 582	133 110	1	2 505		
13.03.2017	1 216 146	133 281	1	3 500		
08.03.2017	1 531 142	133 281	1	3 500		
16.03.2017	1 216 146	133 281			1	3 500
21.08.2017	5 245 474	140 349	1	36 050		
20.03.2017	4 199 070	112 253	2	9 565		
03.03.2017	1 947 494	112 253	1	5 065		
16.06.2017	5 868 148	112 253	1	5 285		
21.03.2017	4 199 070	112 253			1	4 870
31.05.2017	3 180 510	119 235	1	15 700		
08.06.2017	2 798 851	119 252	1	26 490		
05.05.2017	5 278 822	117 774	1	64 605		
19.05.2017	3 702 390	124 603	1	12 235		
31.07.2017	3 427 207	124 621			1	14 280
24.07.2017	3 427 207	124 621	1	14 235		
31.07.2017	3 427 207	124 621	1	14 280		
02.05.2017	240 576	124 621	1	14 555		
24.07.2017	3 427 207	124 621			1	14 235
26.06.2017	2 415 989	124 662			1	3 180
23.06.2017	2 415 989	124 662	1	3 180		
20.04.2017	328 873	131 884	1	20 240		
15.09.2017	984 397	131 884	1	16 580		
18.09.2017	984 397	131 884			1	16 580
02.03.2017	4 252 136	112 493	1	14 310		
03.03.2017	4 252 136	112 493			1	14 310
03.03.2017	4 252 136	112 493			1	13 660
06.04.2017	4 948 315	112 493	2	30 240		
02.03.2017	4 252 136	112 493	1	13 660		
07.04.2017	4 948 315	112 493			1	15 290
10.02.2017	1 514 475	112 577	1	53 985		
19.01.2017	1 822 873	112 619	1	8 165		
07.07.2017	235 633	119 850	1	6 305		
17.08.2017	532 319	126 661	1	4 340		
18.08.2017	532 319	126 661			1	4 340
25.07.2017	1 391 972	126 679	1	5 895		
14.02.2017	4 940 804	126 910	1	2 365		
16.02.2017	4 940 804	126 910			1	2 365
15.08.2017	2 744 558	126 933	1	1 635		
16.03.2017	815 914	133 962	1	1 575		
11.01.2017	1 672 033	126 320	1	15 185		
11.05.2017	3 569 247	126 385	1	5 870		
06.03.2017	5 199 994	126 385	1	7 020		
02.02.2017	5 059 733	126 411			1	8 700
01.02.2017	5 059 733	126 411	1	8 700		
14.03.2017	2 562 286	133 356	1	12 340		
25.08.2017	4 879 845	133 471	1	4 385		
29.08.2017	4 879 845	133 471			1	4 385
19.05.2017	5 010 347	133 477	1	2 730		
15.05.2017	5 521 559	133 477			1	2 730
03.05.2017	5 521 559	133 477	1	2 730		
22.05.2017	5 010 347	133 477			1	2 730
15.02.2017	4 412 743	126 026	1	900		
02.06.2017	3 793 886	126 026	1	1 080		
01.02.2017	2 005 614	133 137	1	875		
14.09.2017	2 668 899	140 251	1	33 670		
25.08.2017	230 715	140 419	1	1 635		
11.01.2017	2 992 926	83 041	1	4 920		
07.03.2017	1 399 802	98 560	1	33 020		
27.02.2017	1 857 730	112 798	1	4 340		
02.03.2017	1 857 730	112 798			1	4 340
23.03.2017	3 944 520	112 926	1	54 690		
02.05.2017	978 112	119 921	1	6 170		
14.03.2017	5 767 093	120 042	1	5 165		
07.02.2017	762 305	126 976	1	21 035		
26.07.2017	4 394 500	126 976	1	22 835		
31.03.2017	1 137 564	126 998	1	10 825		
07.07.2017	2 955 056	126 998	1	10 435		
10.07.2017	2 955 056	126 998			1	10 435
16.01.2017	4 093 632	126 998	1	10 955		
19.04.2017	2 966 994	117 953	1	7 620		
27.04.2017	2 966 994	117 953			1	7 620
13.03.2017	991 332	51 693	1	9 345		
07.09.2017	4 470 889	51 764	1	8 605		
21.08.2017	3 031 293	51 764			1	8 605
12.07.2017	3 031 293	51 764	1	7 940		
21.08.2017	3 031 293	51 764			1	7 940
12.07.2017	3 031 293	51 764	1	8 605		
02.08.2017	312 571	51 803	2	3 170		
28.07.2017	1 879 823	51 805	1	1 560		
14.04.2017	2 847 514	51 805	2	3 070		
30.03.2017	1 897 889	118 225	1	10 495		
02.02.2017	4 088 329	118 455	1	26 270		
24.05.2017	5 161 954	111 743	1	3 855		
12.04.2017	1 560 467	111 743	1	3 395		
08.02.2017	5 645 389	111 743	1	3 900		
09.02.2017	5 645 389	111 743			1	3 900
16.01.2017	230 250	132 950	1	1 050		
29.03.2017	3 123 796	132 950	2	2 100		
03.03.2017	4 460 005	132 950	1	1 050		
02.05.2017	5 725 312	132 950	1	1 260		
13.07.2017	968 081	132 950			1	1 155
01.06.2017	5 833 603	132 950	1	1 260		
12.07.2017	968 081	132 950	1	1 155		
22.03.2017	1 365 711	132 950	1	1 050		
24.01.2017	1 556 458	132 950	1	1 050		
21.02.2017	2 712 102	132 950	1	1 050		
21.02.2017	3 988 244	132 950	1	1 050		
18.01.2017	230 250	132 950			1	1 050
26.07.2017	2 309 470	139 905	1	2 195		
12.07.2017	4 886 995	105 429	1	5 770		
08.08.2017	4 886 995	105 429			1	5 770
14.02.2017	2 529 438	111 852	1	14 345		
19.01.2017	2 051 750	111 852	1	15 490		
30.01.2017	2 921 005	133 198			1	2 540
27.01.2017	2 921 005	133 198	1	2 540		
23.08.2017	556 976	140 164	1	3 850		
24.08.2017	556 976	140 164			1	3 850
14.02.2017	4 138 176	112 254	1	5 090		
21.06.2017	1 543 887	119 201	1	16 515		
24.07.2017	4 161 830	133 549	1	5 555		
19.01.2017	2 322 746	133 549	1	5 370		
23.01.2017	2 322 746	133 549			1	5 370
13.02.2017	5 271 223	133 558	1	2 625		
06.03.2017	197 534	68 395			1	2 695
03.03.2017	197 534	68 395	1	2 695		
22.09.2017	5 954 667	82 633	1	2 930		
03.02.2017	1 024 920	112 689	1	6 570		
06.02.2017	1 024 920	112 689			1	6 570
18.05.2017	4 280 013	112 689	1	6 015		
18.05.2017	4 009 059	119 547	1	12 175		
19.05.2017	4 009 059	119 547			1	12 175
01.08.2017	4 409 241	119 547			1	11 255
31.07.2017	4 409 241	119 547	2	21 805		
27.01.2017	2 460 247	119 571	1	11 080		
07.02.2017	1 206 096	119 571	1	10 825		
25.08.2017	1 072 374	119 571			1	12 190
11.04.2017	2 017 089	119 571	1	11 215		
22.02.2017	3 320 179	117 889	1	4 795		
30.01.2017	1 321 143	117 976	1	15 785		
26.01.2017	3 252 848	132 022	1	2 625		
25.07.2017	5 467 012	132 042	1	1 640		
09.02.2017	2 739 696	132 044	1	2 975		
10.02.2017	2 739 696	132 044			1	2 975
10.02.2017	2 739 696	132 044			1	2 975
07.02.2017	1 114 534	132 044			1	2 975
09.02.2017	2 739 696	132 044	1	2 975		
06.02.2017	1 114 534	132 044	1	2 975		
23.06.2017	2 321 968	132 059	1	1 350		
23.06.2017	2 321 968	132 059			1	1 350
16.01.2017	4 340 183	53 648	1	12 150		
06.09.2017	1 409 271	104 945	1	10 245		
21.03.2017	3 377 874	119 221	1	13 475		
15.06.2017	4 867 201	119 291	1	9 840		
01.03.2017	5 690 194	119 377	1	19 065		
08.06.2017	1 975 626	126 498	1	4 285		
29.06.2017	4 069 399	126 573	1	5 220		
14.03.2017	2 562 286	133 358	1	20 255		
27.01.2017	9 000 000 417	133 358	1	19 460		
01.06.2017	3 151 248	133 455	1	3 035		
12.07.2017	2 401 258	133 455	1	3 335		
03.04.2017	5 926 597	133 621	1	5 920		
04.04.2017	5 926 597	133 621			1	5 920
31.08.2017	3 106 842	75 379	1	18 705		
29.05.2017	1 750 315	105 277			1	14 675
26.05.2017	1 750 315	105 277	1	14 675		
13.02.2017	5 973 458	112 695	1	3 875		
02.03.2017	5 729 795	119 582	1	13 825		
04.04.2017	5 981 457	126 655			1	5 365
03.04.2017	5 981 457	126 655	1	5 365		
17.02.2017	220 200	126 689	1	4 640		
08.03.2017	4 983 174	126 689	1	4 440		
09.03.2017	4 983 174	126 689			1	4 440
05.05.2017	4 019 991	126 740	1	6 195		
10.05.2017	4 019 991	126 740			1	6 195
16.01.2017	3 940 942	126 765			1	4 005
13.01.2017	3 940 942	126 765	1	4 005		
14.02.2017	4 940 804	126 913	1	7 800		
16.02.2017	4 940 804	126 913			1	7 800
20.01.2017	3 371 567	133 794			1	5 205
19.01.2017	3 371 567	133 794	1	5 205		
02.02.2017	5 142 750	133 954			1	675
15.02.2017	4 445 672	133 954	1	610		
16.02.2017	4 445 672	133 954			1	610
01.02.2017	5 142 750	133 954	1	675		
07.04.2017	3 188 385	133 963	1	1 225		
14.03.2017	4 238 269	133 963	1	1 225		
16.02.2017	4 362 723	134 022	1	1 025		
05.05.2017	5 278 822	62 910	1	89 500		
05.05.2017	5 278 822	62 910			1	89 500
05.06.2017	2 910 644	105 463	1	855		
20.09.2017	5 779 132	105 480	1	675		
17.04.2017	1 076 545	111 777	1	8 975		
18.04.2017	1 076 545	111 777			1	8 975
16.06.2017	477 829	133 109	1	2 795		
02.02.2017	1 615 503	133 109	1	3 150		
28.07.2017	2 444 205	117 950			1	12 415
27.07.2017	2 444 205	117 950	1	12 415		
24.07.2017	5 567 970	132 104	1	1 795		
20.01.2017	3 169 007	132 131	1	2 100		
06.02.2017	1 794 098	132 131	1	2 100		
14.03.2017	855 368	7 658			1	5 485
13.03.2017	855 368	7 658	1	5 485		
02.06.2017	1 695 797	82 562	1	6 070		
21.07.2017	4 895 739	98 148	1	15 040		
26.01.2017	5 560 461	133 926	1	1 490		
27.01.2017	5 560 461	133 926			1	1 490
26.01.2017	3 509 607	133 938	1	3 065		
20.03.2017	5 165 290	133 938	1	3 065		
27.01.2017	3 509 607	133 938			1	3 065
15.02.2017	4 445 672	133 957	1	1 620		
20.03.2017	5 165 290	133 960	1	1 400		
27.06.2017	1 762 107	75 046	1	1 955		
27.06.2017	1 762 107	75 046			1	1 955
15.02.2017	2 757 822	75 176	1	3 325		
07.03.2017	2 541 340	104 996	1	6 705		
10.02.2017	5 960 793	104 996	1	5 080		
13.03.2017	3 235 297	126 401	1	5 350		
14.02.2017	5 460 828	126 401	1	5 300		
14.03.2017	3 235 297	126 401			1	5 350
03.03.2017	3 734 191	133 366	1	4 255		
02.02.2017	268 563	133 366	1	4 455		
24.08.2017	556 976	133 366			1	3 655
23.08.2017	556 976	133 366	1	3 655		
26.05.2017	1 511 517	133 366	1	4 035		
05.06.2017	2 315 661	133 366	1	3 835		
10.07.2017	2 319 166	133 386	1	4 140		
13.02.2017	5 271 223	133 556	1	3 150		
25.08.2017	4 350 295	140 473	1	3 125		
31.08.2017	3 269 933	140 687	2	2 155		
01.09.2017	3 269 933	140 687			1	1 025
30.01.2017	574 607	119 077	1	1 750		
31.01.2017	574 607	119 077			1	1 750
18.04.2017	1 821 960	119 124	1	46 185		
16.01.2017	5 238 885	126 091			1	7 315
13.01.2017	5 238 885	126 091	1	7 315		
14.07.2017	3 179 786	126 120	1	4 605		
14.07.2017	3 179 786	126 120			1	4 605
19.07.2017	420 014	126 174	1	1 205		
27.02.2017	4 600 827	126 174	1	1 095		
18.08.2017	3 144 004	126 174	2	2 430		
18.08.2017	1 256 336	126 174	1	1 200		
17.03.2017	2 928 060	126 174	1	1 130		
10.02.2017	4 607 116	126 174	1	1 060		
17.05.2017	2 836 518	126 174	1	1 315		
24.04.2017	2 806 599	133 090	1	1 260		
15.03.2017	1 852 980	133 105	1	1 050		
02.08.2017	507 611	68 640			1	2 430
01.08.2017	507 611	68 640	1	2 430		
10.05.2017	2 246 943	82 970	2	5 400		
11.05.2017	2 246 943	82 970			2	5 400
11.09.2017	1 266 586	105 795			1	6 845
07.09.2017	1 266 586	105 795	1	6 845		
07.09.2017	5 568 159	119 917	1	9 785		
22.06.2017	5 058 895	111 939	1	22 700		
28.02.2017	2 270 414	112 030			1	6 645
27.02.2017	2 270 414	112 030	1	6 645		
25.04.2017	1 346 055	118 861	1	14 105		
26.04.2017	1 346 055	118 861			1	14 105
31.08.2017	3 654 512	119 034	1	19 860		
02.06.2017	1 400 029	126 021	1	2 700		
16.01.2017	1 578 936	126 110			1	6 355
13.01.2017	1 578 936	126 110	1	6 355		
18.04.2017	4 434 521	133 027	1	1 140		
