Пользователь	Югин Дмитрий
Компьютер	Progr10
Дата и время	25.09.2017 11:11:59
	
Параметры:	Период запроса: 01.01.2017 - 31.12.2017
	
День	ID Интернет заказа	Код товара	Количество отгрузок	Сумма отгрузок	Количество возвратов	Сумма возвратов
12.04.2017	4 890 984	99 942	1	4 375		
17.04.2017	4 890 984	99 942			1	4 375
14.04.2017	4 890 984	99 942	1	4 375		
12.04.2017	4 890 984	99 942			1	4 375
09.01.2017	642 230	114 467	1	4 400		
26.01.2017	5 157 605	128 700	1	10 450		
28.04.2017	4 502 629	128 734	1	510		
27.02.2017	4 600 827	135 821	1	1 270		
01.03.2017	4 982 069	135 877	1	645		
04.08.2017	1 210 380	135 985	1	4 610		
07.06.2017	3 070 115	114 819	1	12 275		
24.04.2017	1 632 310	129 274	1	3 675		
14.02.2017	3 039 147	127 070	1	470		
01.03.2017	4 139 975	127 070	1	555		
31.05.2017	513 718	134 029	1	4 725		
14.06.2017	4 413 280	134 105	1	3 465		
15.06.2017	4 413 280	134 105			1	3 465
27.07.2017	1 138 919	84 235			1	3 545
26.07.2017	1 138 919	84 235	1	3 545		
28.02.2017	5 897 251	99 605	1	3 445		
22.06.2017	4 165 747	128 104			1	12 420
21.06.2017	4 165 747	128 104	1	12 420		
06.02.2017	932 313	128 232	1	2 080		
21.02.2017	2 142 735	2 140	1	7 175		
16.05.2017	3 012 654	99 373	1	2 190		
04.07.2017	3 223 386	120 717	1	6 495		
15.02.2017	1 043 134	120 717	1	6 495		
18.05.2017	2 950 779	120 717	1	6 635		
17.08.2017	2 623 372	120 764			1	12 775
16.08.2017	2 623 372	120 764	1	12 775		
31.03.2017	3 592 976	120 799	1	10 230		
14.04.2017	1 401 400	120 799	1	10 450		
25.07.2017	1 391 972	127 622	1	3 370		
22.02.2017	5 713 390	127 622			1	3 065
22.02.2017	5 713 390	127 622	2	6 130		
08.08.2017	2 445 051	134 963			1	7 920
07.08.2017	2 445 051	134 963	1	7 920		
28.03.2017	4 880 573	31 756	1	3 370		
01.02.2017	5 808 317	31 756	1	3 370		
19.01.2017	2 573 241	76 312	1	17 560		
22.09.2017	3 079 711	76 312	1	24 000		
10.03.2017	5 525 379	76 337			1	8 675
09.03.2017	5 525 379	76 337	1	8 675		
19.04.2017	5 894 720	98 997	1	7 130		
13.04.2017	4 142 781	106 335	1	2 820		
15.09.2017	4 640 286	120 426	1	7 525		
18.09.2017	4 640 286	120 426			1	7 525
07.04.2017	3 642 242	134 699	1	1 965		
14.04.2017	993 859	134 699	1	2 265		
17.07.2017	1 534 817	114 149	1	62 675		
21.08.2017	4 412 616	114 396			1	7 215
18.08.2017	4 412 616	114 396	1	7 215		
27.03.2017	1 832 540	129 259	1	3 205		
01.03.2017	1 286 379	70 712	1	3 255		
26.04.2017	3 595 316	114 524	1	7 455		
11.01.2017	2 361 157	128 670	1	1 155		
12.04.2017	2 507 109	128 670	1	1 175		
17.02.2017	4 734 365	128 670	1	1 180		
14.03.2017	4 227 185	128 670	1	1 185		
12.01.2017	4 462 824	135 836	1	1 830		
29.06.2017	3 363 713	135 865	1	735		
07.07.2017	280 424	135 865	1	735		
02.06.2017	3 793 886	135 865	1	860		
18.07.2017	2 410 141	78 378	1	1 465		
16.08.2017	2 623 372	115 257	1	15 645		
25.08.2017	4 989 889	122 353	1	3 750		
29.08.2017	4 989 889	122 353			1	3 750
20.01.2017	3 200 140	122 374	1	4 695		
05.05.2017	1 668 243	129 601	1	4 620		
02.03.2017	4 028 341	136 441	1	1 800		
25.04.2017	5 088 521	99 602			1	2 870
24.04.2017	5 088 521	99 602	1	2 870		
21.04.2017	3 439 859	114 034	1	17 850		
09.02.2017	1 213 227	114 034	1	13 940		
07.03.2017	1 176 507	114 034	1	14 130		
19.01.2017	4 629 020	127 998	1	1 315		
09.01.2017	4 707 147	127 998	1	1 315		
01.09.2017	4 495 140	127 998	1	1 315		
09.02.2017	2 399 168	127 998	1	1 315		
25.01.2017	4 384 637	128 034	1	1 750		
07.04.2017	5 363 748	128 034	1	1 750		
31.05.2017	1 900 915	128 034	1	2 100		
06.03.2017	4 200 017	128 034	1	1 750		
26.01.2017	4 384 637	128 034			1	1 750
01.06.2017	1 900 915	128 034			1	2 100
01.08.2017	4 409 241	135 096			1	9 100
31.07.2017	4 409 241	135 096	1	9 100		
28.03.2017	4 295 869	135 103			1	8 400
09.06.2017	1 451 419	135 103	1	7 860		
09.06.2017	1 451 419	135 103			1	7 860
27.03.2017	4 295 869	135 103	1	8 400		
09.06.2017	1 451 419	135 128			1	18 910
07.03.2017	961 509	135 128	1	17 640		
09.06.2017	1 451 419	135 128	1	18 910		
09.06.2017	2 438 619	135 128	1	21 165		
11.08.2017	4 205 217	135 128	1	19 120		
07.03.2017	3 556 280	135 128	1	17 680		
09.06.2017	2 438 619	135 128			1	21 165
25.04.2017	5 625 840	106 685	1	16 270		
26.04.2017	5 625 840	106 685			1	16 270
12.07.2017	2 922 457	120 731	1	5 545		
16.02.2017	4 976 741	127 638	1	5 950		
08.03.2017	4 983 174	127 820	1	4 390		
16.01.2017	1 860 135	134 720	1	730		
05.05.2017	5 278 822	31 837	1	61 320		
13.01.2017	5 343 362	106 180	1	4 195		
27.03.2017	4 792 572	113 123			1	6 320
24.03.2017	4 792 572	113 123	1	6 320		
08.08.2017	3 134 153	113 123	1	7 010		
04.05.2017	167 806	127 408	1	4 090		
25.04.2017	1 065 158	127 408	1	4 390		
23.01.2017	966 499	107 528			1	37 790
20.01.2017	966 499	107 528	1	37 790		
24.03.2017	3 442 260	114 386	1	8 730		
10.03.2017	4 679 743	114 386			1	8 730
09.03.2017	4 679 743	114 386	1	8 730		
27.03.2017	3 442 260	114 386			1	8 730
01.03.2017	5 058 343	128 341	5	1 775		
25.09.2017	4 045 889	128 359			3	8 345
22.09.2017	4 045 889	128 359	3	8 345		
07.07.2017	2 554 962	128 464	1	14 565		
10.07.2017	2 554 962	128 464			1	14 565
18.04.2017	3 706 427	128 499	1	14 905		
16.03.2017	2 273 211	77 521	1	565		
17.03.2017	2 273 211	77 521			1	565
22.09.2017	2 689 566	107 783	1	5 395		
07.04.2017	2 929 182	107 783	1	5 255		
11.01.2017	2 113 734	107 783	1	5 065		
16.01.2017	5 480 536	69 863	1	8 440		
17.01.2017	5 480 536	69 863			1	8 440
14.06.2017	3 050 474	69 863	1	7 800		
15.06.2017	3 050 474	69 863			1	7 800
13.03.2017	4 473 674	69 863	1	7 710		
22.03.2017	3 645 866	120 686	1	2 860		
22.05.2017	5 307 939	120 699			1	4 625
19.05.2017	5 307 939	120 699	1	4 625		
26.04.2017	3 886 080	134 994	1	6 105		
19.04.2017	1 043 151	99 876	1	17 150		
21.04.2017	1 043 151	99 876			1	17 150
10.05.2017	2 246 943	106 744	1	3 635		
11.05.2017	2 246 943	106 744			1	3 635
18.01.2017	3 000 372	128 033	1	1 490		
01.09.2017	4 495 140	128 033	1	1 490		
18.01.2017	2 495 133	128 122	1	5 250		
13.04.2017	1 344 677	128 122	1	5 250		
19.01.2017	2 495 133	128 122			1	5 250
23.05.2017	5 451 910	135 112	1	7 625		
17.03.2017	873 395	135 152	1	12 085		
21.03.2017	873 395	135 152			1	12 085
08.09.2017	2 956 831	135 343	1	1 050		
11.09.2017	2 956 831	135 343			1	1 050
21.06.2017	3 611 589	32 594	1	7 290		
15.05.2017	2 818 290	32 594	1	9 325		
15.05.2017	2 818 290	32 594			1	9 325
09.03.2017	236 775	135 417	1	4 975		
14.03.2017	236 775	135 417			1	4 975
15.02.2017	3 125 816	114 786	1	14 365		
15.02.2017	3 125 816	114 786			1	14 365
13.02.2017	764 106	121 769	1	4 050		
16.01.2017	2 445 828	121 875			1	5 730
14.02.2017	3 906 355	128 762	1	1 015		
15.02.2017	3 906 355	128 762			1	1 015
24.01.2017	1 423 140	135 824			1	3 015
23.01.2017	1 423 140	135 824	1	3 015		
06.02.2017	475 834	77 470	1	3 840		
13.09.2017	2 907 941	77 522	1	790		
14.09.2017	2 907 941	77 522			1	790
08.09.2017	788 721	122 055	1	18 645		
16.02.2017	367 121	129 095	1	3 890		
07.03.2017	961 509	129 399	1	17 235		
08.03.2017	961 509	129 399			1	17 235
30.05.2017	1 103 483	136 505	1	3 950		
31.07.2017	5 478 214	136 505			1	3 620
28.07.2017	5 478 214	136 505	1	3 620		
05.05.2017	1 309 388	40 850	1	3 490		
13.03.2017	4 616 917	40 850			1	6 245
10.03.2017	4 616 917	40 850	1	6 245		
20.02.2017	5 954 839	78 974	1	4 160		
26.07.2017	5 272 526	78 974			2	8 320
25.09.2017	2 328 788	78 974	1	4 160		
03.03.2017	1 243 464	78 974	1	4 160		
24.07.2017	5 272 526	78 974	3	12 480		
09.02.2017	2 210 311	78 974	2	8 320		
22.03.2017	1 722 445	122 737	1	5 390		
20.02.2017	5 007 858	122 737			1	4 115
17.02.2017	5 007 858	122 737	1	4 115		
09.03.2017	9 000 000 420	126 996			1	16 925
14.03.2017	9 000 000 421	126 996			1	17 635
29.03.2017	2 819 114	126 996	1	16 080		
08.03.2017	9 000 000 420	126 996	1	16 925		
13.03.2017	9 000 000 421	126 996	1	17 635		
15.09.2017	2 037 557	127 033	1	22 045		
31.03.2017	4 770 681	134 249	1	2 625		
13.04.2017	5 534 769	113 673	1	56 215		
19.05.2017	5 307 939	120 697	1	5 115		
22.05.2017	5 307 939	120 697			1	5 115
27.01.2017	776 669	120 723			1	10 535
26.01.2017	776 669	120 723	1	10 535		
18.07.2017	3 038 057	120 730	1	5 940		
18.05.2017	2 950 779	120 772	1	6 105		
01.02.2017	3 321 554	134 747	1	6 050		
02.06.2017	3 793 886	77 091	1	810		
26.07.2017	3 944 003	77 091	1	745		
14.02.2017	220 954	77 208	1	2 510		
23.05.2017	2 475 175	99 852	1	3 330		
04.08.2017	3 987 953	106 907	1	5 510		
01.02.2017	3 167 502	114 085	1	8 435		
25.08.2017	1 748 262	120 982			1	19 370
24.08.2017	1 748 262	120 982	1	19 370		
05.09.2017	2 863 263	128 059	1	3 460		
01.06.2017	3 063 616	128 179	1	5 830		
07.06.2017	3 063 616	128 179			1	5 830
31.05.2017	1 900 915	135 154	1	13 315		
01.06.2017	1 900 915	135 154			1	13 315
19.01.2017	2 034 919	135 375	1	965		
10.02.2017	2 034 919	135 375			1	965
02.02.2017	5 059 733	24 815			1	12 610
01.02.2017	5 059 733	24 815	1	12 610		
01.09.2017	5 512 853	106 172	1	2 100		
06.07.2017	475 887	120 337	1	6 550		
30.01.2017	808 501	127 393	1	8 080		
31.01.2017	808 501	127 393			1	8 080
05.05.2017	5 278 822	40 564	1	88 975		
05.05.2017	5 278 822	40 564			1	88 975
24.05.2017	831 318	78 543	1	16 570		
25.05.2017	831 318	78 543			1	16 570
24.01.2017	1 434 432	107 424			1	17 560
23.01.2017	1 434 432	107 424	1	17 560		
14.02.2017	5 834 047	107 653	1	395		
02.02.2017	4 811 312	107 653	2	790		
03.02.2017	4 811 312	107 653			2	790
30.03.2017	257 777	107 653	1	395		
24.01.2017	3 245 670	107 653	1	395		
07.03.2017	2 111 685	107 653	1	395		
21.09.2017	3 324 437	107 653			1	395
02.03.2017	2 994 428	107 653			1	395
19.01.2017	1 626 401	107 653			2	790
18.09.2017	3 324 437	107 653	1	395		
02.02.2017	4 088 329	107 653	1	395		
28.02.2017	2 994 428	107 653	1	395		
04.04.2017	5 540 863	107 653	1	395		
19.01.2017	1 626 401	107 653	2	790		
30.06.2017	5 565 189	107 653	1	435		
29.05.2017	361 394	107 653	1	475		
13.02.2017	3 013 849	107 783	1	5 350		
07.03.2017	3 092 898	114 900	1	6 225		
16.06.2017	2 033 713	114 905	1	7 405		
16.02.2017	3 673 495	129 175	1	735		
02.03.2017	3 483 167	129 175	1	820		
13.02.2017	2 802 333	129 175	1	820		
25.09.2017	5 457 062	154 166			1	20 980
21.09.2017	5 457 062	154 166	1	20 980		
16.02.2017	3 673 495	70 827	1	1 350		
12.04.2017	5 006 506	114 615	1	15 660		
17.01.2017	5 566 395	121 865	1	7 400		
18.01.2017	5 566 395	121 865			1	7 400
03.03.2017	2 165 777	128 694	1	12 150		
06.03.2017	4 726 596	128 694	1	11 290		
22.08.2017	5 413 600	128 694	1	13 070		
12.07.2017	5 970 159	128 867	1	14 935		
03.03.2017	939 979	135 871	1	1 030		
19.05.2017	4 713 524	135 871	1	1 280		
22.09.2017	5 954 667	135 871	1	1 170		
23.03.2017	2 548 131	135 871	1	1 095		
21.03.2017	4 893 935	135 871	1	1 095		
04.08.2017	5 932 748	135 977	1	4 470		
03.02.2017	4 806 802	135 977	1	4 470		
21.09.2017	2 743 188	26 007			1	60 390
21.09.2017	2 743 188	26 007	1	60 390		
24.03.2017	4 080 690	115 215	1	4 185		
15.02.2017	5 025 392	115 308	1	9 725		
05.05.2017	1 668 243	129 613	1	8 925		
20.03.2017	2 875 008	129 613	1	7 440		
21.03.2017	2 875 008	129 613			1	7 440
09.02.2017	183 291	108 431	1	2 390		
21.07.2017	2 995 134	108 431	1	2 630		
01.06.2017	2 831 679	136 796	1	5 475		
06.06.2017	1 393 313	137 023	1	6 905		
20.01.2017	439 576	115 958	1	9 925		
24.03.2017	3 953 939	123 225	1	1 225		
07.09.2017	4 608 771	130 206	1	1 840		
25.08.2017	4 989 889	137 090	1	4 035		
20.05.2017	4 280 013	137 090			1	3 690
18.05.2017	4 280 013	137 090	1	3 690		
28.04.2017	1 630 868	137 167	1	3 120		
07.03.2017	2 319 151	137 311	1	8 805		
24.05.2017	831 318	41 595	1	10 785		
25.01.2017	5 595 679	102 231	1	755		
20.09.2017	5 779 132	102 231	2	1 510		
03.04.2017	4 203 461	116 258	1	7 010		
25.04.2017	4 203 461	116 258			1	7 010
24.05.2017	4 500 202	116 435	1	4 330		
09.03.2017	3 155 143	123 260	1	1 490		
11.05.2017	1 624 118	123 270	1	2 730		
08.02.2017	3 937 242	123 304	1	2 625		
28.02.2017	2 476 400	130 369	1	755		
23.06.2017	2 394 264	130 369	1	800		
22.09.2017	4 045 889	130 369			18	13 335
22.09.2017	4 045 889	130 369	18	13 335		
09.03.2017	528 941	130 369	1	760		
31.07.2017	370 018	109 891	1	28 845		
01.08.2017	370 018	109 891			1	28 845
14.09.2017	1 762 844	141 176	1	485		
15.09.2017	1 762 844	141 176			1	485
15.09.2017	5 037 383	99 434	1	2 100		
18.08.2017	879 646	99 475	1	25 800		
30.08.2017	814 071	127 673	1	5 500		
31.08.2017	814 071	127 673			1	5 500
06.02.2017	932 313	127 728	1	2 495		
11.04.2017	4 789 874	127 834	1	4 665		
19.04.2017	3 329 282	84 245	1	20 370		
23.03.2017	3 944 520	84 478	2	63 200		
28.03.2017	3 944 520	84 478			1	31 600
10.01.2017	4 503 401	99 788	1	3 040		
20.04.2017	2 990 943	114 087	1	13 825		
01.02.2017	3 167 502	114 087	1	13 755		
17.07.2017	4 679 753	114 087			1	14 385
14.07.2017	4 679 753	114 087	1	14 385		
14.02.2017	5 720 314	114 087	1	14 000		
26.01.2017	865 954	121 041	1	9 135		
23.01.2017	1 918 071	127 999			1	1 575
20.01.2017	1 918 071	127 999	1	1 575		
05.09.2017	5 779 171	127 999	1	1 575		
07.09.2017	5 779 171	127 999			1	1 575
10.01.2017	5 854 522	127 999	1	1 575		
20.04.2017	3 056 712	127 999	1	1 890		
14.03.2017	991 332	135 071			1	12 600
13.03.2017	991 332	135 071	1	12 600		
18.08.2017	1 845 659	135 149	1	15 985		
21.08.2017	1 845 659	135 149			1	15 985
24.05.2017	4 893 197	135 253	1	2 710		
31.05.2017	2 588 091	135 253	1	2 840		
02.06.2017	3 540 723	135 253	1	2 840		
01.06.2017	2 588 091	135 253			1	2 840
05.06.2017	3 540 723	135 253			1	2 840
25.05.2017	4 893 197	135 253			1	2 485
24.05.2017	4 893 197	135 253	1	2 485		
03.08.2017	282 379	24 882	1	6 760		
19.01.2017	4 578 233	69 205	1	3 515		
18.09.2017	2 263 338	69 205	1	3 570		
03.03.2017	2 194 014	69 205	1	3 515		
26.05.2017	515 924	76 082			1	9 590
15.05.2017	515 924	76 082	1	9 590		
09.02.2017	4 064 079	83 492	1	7 720		
08.02.2017	3 702 420	106 109	1	6 195		
29.05.2017	945 005	106 176	1	3 415		
09.02.2017	4 590 520	106 232	1	1 690		
09.03.2017	5 115 804	120 314	1	10 020		
16.02.2017	1 698 901	127 587	1	6 645		
01.02.2017	5 142 750	134 376	1	3 940		
18.04.2017	4 466 483	134 469	1	18 555		
16.06.2017	2 667 910	134 529	1	2 410		
20.03.2017	1 799 499	134 700	1	1 495		
03.02.2017	2 617 647	100 398	1	1 045		
06.02.2017	2 617 647	100 398			1	1 045
26.06.2017	502 520	128 443	1	4 415		
31.01.2017	1 249 292	128 443	1	4 465		
07.03.2017	810 523	128 443	1	4 965		
26.07.2017	2 309 470	135 482	1	2 410		
02.03.2017	5 292 207	135 683	1	1 575		
24.07.2017	656 958	133 178			1	3 275
12.07.2017	4 418 794	133 178	1	3 275		
21.07.2017	656 958	133 178	1	3 275		
13.07.2017	4 418 794	133 178			1	3 275
06.03.2017	5 351 733	133 178	1	2 975		
03.02.2017	3 124 505	133 178	1	2 975		
01.02.2017	660 885	133 178	1	2 975		
03.03.2017	197 534	133 316	1	3 325		
06.03.2017	197 534	133 316			1	3 325
09.02.2017	2 661 498	104 963			1	7 305
08.02.2017	2 661 498	104 963	1	7 305		
01.02.2017	4 599 463	104 963	1	7 305		
20.07.2017	2 936 154	112 353	1	4 710		
14.07.2017	3 785 615	119 193	1	66 845		
08.09.2017	1 012 022	119 413	1	7 180		
30.06.2017	160 500	133 408			1	14 305
29.06.2017	160 500	133 408	1	14 305		
17.01.2017	1 916 506	133 554	1	5 515		
31.03.2017	4 905 716	133 554	1	5 515		
12.09.2017	625 478	140 777	1	5 425		
21.09.2017	2 743 188	8 048	1	53 780		
30.05.2017	2 325 348	68 753	1	32 700		
05.06.2017	2 588 075	82 813			1	1 180
02.06.2017	2 588 075	82 813	1	1 180		
07.07.2017	3 149 771	126 964	1	6 450		
10.07.2017	3 149 771	126 964			1	6 450
27.01.2017	1 541 587	134 083	1	2 100		
12.05.2017	4 241 345	134 083	1	2 520		
02.08.2017	312 571	134 115	1	6 545		
05.01.2017	3 557 573	134 115	1	4 115		
03.08.2017	312 571	134 115			1	6 545
14.08.2017	4 195 169	134 115	1	6 545		
15.08.2017	4 195 169	134 115			1	6 545
20.01.2017	3 169 007	61 960	1	14 445		
23.01.2017	2 659 724	77 059	1	7 990		
20.02.2017	357 402	77 064	1	5 655		
04.07.2017	4 742 722	99 817	1	2 310		
20.06.2017	1 694 827	99 844	1	2 015		
20.01.2017	4 476 162	106 993	1	2 290		
31.05.2017	1 926 754	121 068	1	27 590		
01.06.2017	1 926 754	121 068			1	27 590
12.07.2017	1 467 931	128 010	1	3 275		
05.09.2017	5 779 171	128 032	1	1 925		
10.01.2017	5 854 522	128 032	1	1 925		
07.09.2017	5 779 171	128 032			1	1 925
20.04.2017	3 056 712	128 032	1	2 310		
19.01.2017	4 629 020	128 036	1	2 275		
27.02.2017	5 493 858	128 036	1	2 275		
09.02.2017	2 399 168	128 036	1	2 275		
09.01.2017	4 707 147	128 036	1	2 275		
01.09.2017	4 495 140	128 036	1	2 275		
17.03.2017	873 395	135 114	1	4 895		
21.03.2017	873 395	135 114			1	4 895
24.03.2017	2 810 052	135 130			1	11 645
31.05.2017	1 900 915	135 130	1	13 035		
22.03.2017	2 810 052	135 130	1	11 645		
19.01.2017	2 322 746	135 250	1	6 930		
23.01.2017	2 322 746	135 250			1	6 930
10.05.2017	713 910	121 115			1	6 825
23.01.2017	5 602 206	121 115			1	7 315
16.01.2017	1 836 958	121 115	1	7 035		
19.01.2017	5 191 375	121 115	2	13 230		
17.05.2017	3 412 613	121 115	1	6 860		
10.05.2017	713 910	121 115	1	6 825		
18.01.2017	5 602 206	121 115	1	7 315		
22.08.2017	2 119 656	121 115	1	6 860		
18.04.2017	795 812	121 115	1	6 650		
23.01.2017	5 191 375	121 115			1	6 510
07.02.2017	5 499 813	127 960	1	5 075		
28.06.2017	5 749 903	128 001			1	5 460
27.06.2017	5 749 903	128 001	1	5 460		
01.02.2017	487 055	128 001	1	5 705		
14.03.2017	4 227 185	128 106	1	11 200		
28.02.2017	4 180 816	135 061	1	1 315		
10.07.2017	5 178 419	135 146			1	10 070
07.07.2017	5 178 419	135 146	1	10 070		
02.03.2017	4 016 143	135 338	1	3 950		
06.07.2017	4 205 255	135 338	1	4 085		
14.02.2017	886 886	135 338	1	3 905		
03.05.2017	4 950 507	83 485	1	2 880		
09.03.2017	1 666 594	83 548	1	5 630		
27.06.2017	1 762 107	106 289	1	2 475		
06.03.2017	4 006 518	113 142	1	10 465		
19.04.2017	2 966 994	120 298	1	9 695		
13.02.2017	3 038 517	120 298			1	9 545
27.04.2017	2 966 994	120 298			1	9 695
17.07.2017	3 804 493	127 351	1	4 220		
18.07.2017	3 804 493	127 351			1	4 220
16.03.2017	920 487	100 406	1	15 980		
15.09.2017	4 163 421	114 293	1	3 020		
20.04.2017	1 032 782	121 366			1	2 585
19.04.2017	1 032 782	121 366	1	2 585		
14.04.2017	2 514 953	135 436			1	2 995
13.04.2017	2 514 953	135 436	1	2 995		
16.08.2017	659 726	135 673	1	1 540		
27.03.2017	2 777 770	135 673	1	1 400		
26.05.2017	846 758	77 602			1	9 390
08.09.2017	2 423 944	77 602	1	9 390		
26.05.2017	846 758	77 602	1	9 390		
24.01.2017	518 947	107 786			2	8 120
23.01.2017	518 947	107 786	2	8 120		
11.01.2017	4 932 539	129 044	1	14 095		
18.01.2017	197 861	129 044	1	14 335		
20.01.2017	197 861	129 044			1	14 335
22.09.2017	2 727 534	129 216	1	15 845		
24.01.2017	1 948 251	107 303	1	2 825		
07.07.2017	280 424	135 860	1	1 130		
10.07.2017	280 424	135 860			1	1 130
30.05.2017	1 382 405	135 864	1	1 530		
19.05.2017	4 713 524	135 864	1	1 460		
19.01.2017	3 328 735	135 864	1	1 100		
21.03.2017	4 893 935	135 864	1	1 245		
25.09.2017	3 952 477	153 794	1	5 865		
24.07.2017	2 270 229	122 289	1	5 535		
06.03.2017	5 791 916	122 516	1	11 830		
21.07.2017	630 450	122 516			1	12 405
15.03.2017	3 066 495	107 653	2	790		
31.07.2017	612 446	121 391	1	9 515		
01.08.2017	612 446	121 391			1	9 515
05.06.2017	1 094 929	128 364	1	2 285		
11.08.2017	4 939 656	135 587	1	755		
02.03.2017	522 401	135 592	1	1 295		
01.03.2017	1 286 379	99 891	1	8 445		
30.01.2017	4 522 933	107 115	1	9 520		
09.01.2017	642 230	114 509	1	11 485		
19.05.2017	5 307 939	128 910	1	4 305		
20.09.2017	3 141 429	31 114	1	7 875		
25.08.2017	230 715	114 998	1	2 975		
28.08.2017	230 715	114 998			1	2 975
17.07.2017	3 415 722	121 969	1	3 485		
30.05.2017	338 689	129 067	1	5 595		
10.03.2017	2 647 532	78 379	1	790		
10.08.2017	533 661	136 443			1	2 070
09.08.2017	533 661	136 443	2	4 285		
30.01.2017	1 473 107	108 435			2	4 550
27.01.2017	1 473 107	108 435	2	4 550		
26.05.2017	3 731 527	108 435			1	2 730
21.07.2017	2 995 134	108 435	1	2 505		
23.05.2017	3 731 527	108 435	1	2 730		
19.06.2017	230 183	122 816	1	12 590		
06.06.2017	3 980 889	129 915	1	4 545		
05.04.2017	1 634 167	129 915	1	4 455		
10.02.2017	646 560	129 915	1	4 315		
22.05.2017	655 137	129 918	1	2 400		
02.08.2017	3 304 848	136 882	1	8 515		
03.08.2017	3 304 848	136 882			1	8 515
31.07.2017	4 429 879	64 066	1	8 165		
31.07.2017	4 429 879	64 066			1	8 165
24.03.2017	535 936	101 796	1	12 365		
18.09.2017	1 930 685	123 161	1	6 650		
18.09.2017	225 574	123 224			1	1 715
15.09.2017	225 574	123 224	1	1 715		
17.05.2017	2 836 518	137 367	1	1 735		
07.02.2017	2 241 596	123 382	1	970		
07.03.2017	5 145 084	123 382	1	645		
06.04.2017	2 987 103	137 563	1	17 420		
31.03.2017	4 770 681	72 788	1	2 625		
28.03.2017	1 301 238	116 963			1	12 625
14.03.2017	1 766 804	116 963	1	12 555		
27.03.2017	1 301 238	116 963	1	12 625		
05.09.2017	1 592 816	124 087			1	13 630
05.09.2017	1 592 816	124 087	1	13 630		
26.01.2017	4 045 953	124 171	1	5 050		
10.07.2017	3 110 597	124 171	1	5 050		
26.01.2017	4 045 953	124 171			1	5 050
07.04.2017	3 188 385	124 171	1	4 860		
27.01.2017	4 045 953	124 171	1	5 050		
24.07.2017	2 229 642	138 200	1	4 350		
31.01.2017	901 637	81 277	1	11 455		
12.01.2017	3 923 895	81 277	1	11 630		
14.08.2017	4 205 217	137 855			1	8 635
11.08.2017	4 205 217	137 855	1	8 635		
18.07.2017	1 527 548	137 855	1	7 870		
14.04.2017	310 955	137 855	1	8 980		
21.03.2017	867 039	120 655	1	2 710		
16.05.2017	3 012 654	120 659	1	4 015		
12.07.2017	2 797 171	120 678			1	10 980
16.05.2017	2 797 171	120 678	1	10 980		
13.02.2017	2 386 507	120 678			1	10 790
13.02.2017	2 386 507	120 678	1	10 790		
30.08.2017	814 071	127 672	1	5 580		
02.02.2017	1 958 896	127 779			1	4 860
01.02.2017	1 958 896	127 779	1	4 860		
19.01.2017	4 779 687	127 909	1	275		
27.01.2017	2 585 867	127 909	5	1 495		
13.03.2017	5 723 713	134 718	1	2 205		
27.04.2017	3 252 863	134 773	1	1 995		
17.02.2017	5 073 783	134 909	1	1 625		
20.06.2017	3 013 561	134 909			1	1 930
19.06.2017	3 013 561	134 909	1	1 930		
03.03.2017	5 737 379	134 927	1	815		
01.08.2017	717 599	106 786	1	3 950		
01.02.2017	3 796 998	106 786	1	3 905		
02.08.2017	717 599	106 786			1	3 950
08.06.2017	1 975 626	106 786	1	3 950		
15.02.2017	1 605 525	128 035	1	2 835		
23.01.2017	1 918 071	128 035			1	3 150
20.01.2017	1 918 071	128 035	1	3 150		
05.09.2017	5 779 171	128 035	1	3 150		
07.09.2017	5 779 171	128 035			1	3 150
10.01.2017	5 854 522	128 035	1	3 150		
01.03.2017	2 910 227	128 035	1	3 150		
19.01.2017	2 034 919	135 357	1	1 050		
10.02.2017	2 034 919	135 357			1	1 050
26.01.2017	1 767 254	98 893	1	6 985		
01.03.2017	1 286 379	106 169	1	2 100		
24.05.2017	5 452 286	120 512	1	4 205		
24.07.2017	5 590 472	127 465	1	385		
23.06.2017	2 394 264	127 465	1	405		
01.03.2017	1 352 513	127 465	1	345		
10.03.2017	1 916 255	127 465	1	350		
09.03.2017	528 941	127 465	4	1 395		
03.08.2017	2 273 366	134 589	1	1 255		
13.01.2017	1 780 779	40 630	1	11 865		
24.08.2017	5 858 577	78 455	1	3 990		
09.02.2017	2 210 311	78 455	2	7 935		
30.08.2017	3 992 170	84 868	1	5 410		
26.07.2017	5 539 476	121 361			1	12 230
25.07.2017	5 539 476	121 361	1	12 230		
08.09.2017	4 485 385	128 366	1	11 010		
11.09.2017	4 485 385	128 366			1	11 010
05.07.2017	3 181 981	135 434	1	1 730		
14.02.2017	1 005 306	32 186	1	9 655		
26.07.2017	5 539 476	70 618			1	11 900
25.07.2017	5 539 476	70 618	1	11 900		
26.04.2017	4 086 610	107 093	1	10 580		
03.02.2017	3 360 355	107 106	1	12 910		
24.01.2017	1 591 988	107 275			1	5 925
23.01.2017	1 591 988	107 275	1	5 925		
01.03.2017	4 982 069	135 807	1	1 400		
02.03.2017	4 982 069	135 807			1	1 400
09.08.2017	2 621 086	135 807	1	1 620		
13.02.2017	2 986 536	116 965			1	11 505
10.02.2017	2 986 536	116 965	1	11 505		
10.02.2017	2 325 690	116 965	1	11 925		
13.02.2017	2 325 690	116 965			1	11 925
